Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address,City,State,Zip Code,Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
8401201011,SHORIN RYU KARATE LEARNING ANNEX AND MUSEUM,SHORIN RYU KARATE LEARNING ANNEX AND MUSEUM INC,,GENERAL MUSEUM,,1755 S TROPICAL TRAIL,MERRITT ISLAND,FL,32952,,28.32669,-80.68861,2,9,12,3,593557002,201412,0,0
8401200047,SIDESHOW MUSEUM,SIDESHOW MUSEUM,,GENERAL MUSEUM,,14932 US HIGHWAY 19,HUDSON,FL,34667,7278610631,28.3742,-82.68363,2,101,12,3,,,,
8401200030,SILVER RIVER MUSEUM,FELBURN FOUNDATION,,GENERAL MUSEUM,,1445 NE 58TH AVE,OCALA,FL,34470,3522365401,38.99785,-77.03273,2,,24,2,510234331,201312,23367245,
8409400607,SILVER RIVER MUSEUM & ENVIRONMENTAL EDUCATION CENTER,SILVER RIVER MUSEUM & ENVIRONMENTAL EDUCATION CENTER,,GENERAL MUSEUM,,1445 N.E. 58TH AVE.,OCALA,FL,34470,,29.21574,-82.05788,4,83,12,3,,,,
8401200369,SILVER SPRINGS SHORES CRICKET & SOCIAL CLUB,SILVER SPRINGS SHORES CRICKET &SOCIAL CLUB INC,,GENERAL MUSEUM,,PO BOX 186,CANDLER,FL,32111,3526873559,29.07217,-81.90348,4,83,12,3,208497035,201212,0,0
8401200029,SINGING STONE,SINGING STONE,,GENERAL MUSEUM,,1903 N 19TH ST,TAMPA,FL,33605,9036198478,27.96102,-82.43789,1,57,12,3,,,,
8401200044,SIVAN OF KEY WEST,SIVAN OF KEY WEST,,GENERAL MUSEUM,,534 DUVAL ST,KEY WEST,FL,33040,5343882578,24.55509,-81.80234,3,87,12,3,,,,
8401200058,SOUTH CAMPUS ART GALLERY,SOUTH CAMPUS ART GALLERY,,ART MUSEUM,,11011 SW 104 STREET,MIAMI,FL,33176,3052372322,25.66559,-80.36344,1,86,12,3,,,,
8401200040,SOUTH FLORIDA MUSEUM,SOUTH FLORIDA MUSEUM & BISHOP PLANETARIUM INC,,NATURAL HISTORY MUSEUM,,201 10TH STREET WEST,BRADENTON,FL,34205,8137464132,27.52012,-82.52913,2,81,12,3,590598726,201312,4537047,4209199
8401200050,SOUTH FLORIDA MUSEUM OF NATURAL HISTORY,SOUTH FLORIDA MUSEUM & BISHOP PLANETARIUM INC,,NATURAL HISTORY MUSEUM,,481 S FEDERAL HWY,DANIA BEACH,FL,33004,9417464131,27.49824,-82.5719,1,81,12,3,590598726,201312,4537047,4209199
8401201181,SOUTH FLORIDA PIONEER MUSEUM,SOUTH FLORIDA PIONEER MUSEUM INC,,HISTORY MUSEUM,,PO BOX 343312,FLORIDA CITY,FL,33034,,25.44842,-80.49127,2,86,12,3,650606931,201312,3375,3375
8401201163,SOUTH FLORIDA RAILWAY MUSEUM,SOUTH FLORIDA RAILWAY MUSEUM INC,,HISTORY MUSEUM,,1300 W HILLSBORO BLVD,DEERFIELD BEACH,FL,33442,,26.318,-80.12012,1,11,12,3,650485963,201403,0,0
8409500913,SOUTH FLORIDA SCIENCE CENTER AND AQUARIUM,SOUTH FLORIDA SCIENCE CENTER AND AQUARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,4801 DREHER TRAIL NORTH,WEST PALM BEACH,FL,33405,,26.66962,-80.0677,4,99,12,3,,,,
8401200665,SOUTH FLORIDA SCIENCE MUSEUM,SOUTH FLORIDA SCIENCE CENTER & AQUARIUM INC,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,4801 DREHER TRL N,WEST PALM BCH,FL,33405,5618321988,26.67044,-80.05703,1,,12,3,590915177,201309,6179120,5913868
8401200337,SOUTHEAST AVIATION MILITARY MUSEUM,SOUTHEAST AVIATION MILITARY MUSEUM INC,,GENERAL MUSEUM,,PO BOX 3426,DUNNELLON,FL,34430,,29.05983,-82.45476,4,83,12,3,203330782,,,
8409504080,SOUTHEAST MUSEUM OF PHOTOGRAPHY,DAYTONA STATE COLLEGE INC,,ART MUSEUM,DAYTONA STATE COLLEGE,1200 WEST INTERNATIONAL SPEEDWAY BOULEVARD,DAYTONA BEACH,FL,32114,3865064475,29.19971,-81.04906,1,127,12,3,591211226,,,
8409501803,SOUTHEASTERN REGIONAL BLACK ARCHIVES RESEARCH CENTER AND MUSEUM,SOUTHEASTERN REGIONAL BLACK ARCHIVES RESEARCH CENTER AND MUSEUM,,GENERAL MUSEUM,FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,445 GAMBLE ST,TALLAHASSEE,FL,32307,8505993020,30.42655,-84.28624,1,73,12,3,623751831,,,
8401201053,SOUTHWEST FLORIDA HOLOCAUST MUSEUM,SOUTHWEST FLORIDA HOLOCAUST MUSEUM INC,,HISTORY MUSEUM,,4760 TAMIAMI TRL N STE 7,NAPLES,FL,34103,4784771110,26.10973,-81.75038,2,21,12,3,593740883,201406,764863,689127
8401200027,SOUTHWEST FLORIDA MUSEUM OF HISTORY,SOUTHWEST FLORIDA MUSEUM OF HISTORY FOUNDATION INC,,GENERAL MUSEUM,,2031 JACKSON ST,FORT MYERS,FL,33901,2393217430,26.64028,-81.86667,1,71,12,3,651026058,201312,21497,
8409400627,SPACE COAST KIDS DISCOVERY CENTER,SPACE COAST KIDS DISCOVERY CENTER,,GENERAL MUSEUM,,2929 PENNINGTON PL,MELBOURNE,FL,32935,,28.17638,-80.67145,4,9,12,3,465759999,,,
8409400628,SPACE WALK OF FAME MUSEUM,SPACE WALK OF FAME MUSEUM,,GENERAL MUSEUM,,4 MAIN ST.,TITUSVILLE,FL,32796,,28.61266,-80.80578,1,9,12,3,,,,
8401200046,SPADY MUSEUM,EXPANDING AND PRESERVING OUR CULTURAL HERITAGE INC,,GENERAL MUSEUM,,170 NW 5TH AVE,DELRAY BEACH,FL,33444,7069584283,,,,,12,3,650687303,201409,311237,311237
8401200045,SPORTS IMMORTALS MUSEUM,SPORTS IMMORTALS MUSEUM,,GENERAL MUSEUM,,6830 N FEDERAL HWY,BOCA RATON,FL,33487,5619972575,26.40955,-80.07623,1,99,12,3,,,,
8401200525,ST CLOUD HERITAGE MUSEUM,ST CLOUD HERITAGE MUSEUM,,GENERAL MUSEUM,,PO BOX 700057,ST CLOUD,FL,34770,4079577587,28.24812,-81.28474,2,97,12,3,300472776,201404,0,0
8401200024,ST. PETERSBURG MUSEUM OF HISTORY & HISTORICAL SOCIETY,ST PETERSBURG HISTORICAL SOCIETY,,GENERAL MUSEUM,,335 SECOND AVE NE,ST PETERSBURG,FL,33701,8138941052,27.77348,-82.63093,1,103,12,3,590809627,201403,369196,337167
8401200330,STARFIGHTERS MUSEUM FOUNDATION,STARFIGHTERS MUSEUM FOUNDATION,STARFIGHTERS MUSEUM FOUNDATION,GENERAL MUSEUM,,1608 N JASMINE AVE,TARPON SPRING,FL,34689,,28.16246,-82.7332,2,103,12,3,202540425,,,
8401200051,STEPHEN FOSTER STATE FOLK CULTURE CENTER,STEPHEN FOSTER STATE FOLK CULTURE CENTER,,GENERAL MUSEUM,,11016 LILLIAN SAUNDERS DR,WHITE SPRINGS,FL,32096,3863972733,30.34042,-82.75544,4,,12,3,,,,
8401201125,STONEWALL LIBRARY & ARCHIVES,STONEWALL LIBRARY & ARCHIVES INC,,HISTORY MUSEUM,,1300 E SUNRISE BLVD,FT LAUDERDALE,FL,33304,9547638565,26.13395,-80.13274,1,11,12,3,650139829,201312,219728,219728
8401200772,STRANAHAN HOUSE,STRANAHAN HOUSE INC,STRANAHAN HOUSE,GENERAL MUSEUM,,335 SE 6TH AVE,FT LAUDERDALE,FL,33301,9545244736,26.11852,-80.13746,1,11,12,3,592164225,201409,456368,443697
8401201116,STUART HERITAGE,STUART HERITAGE INC,,GENERAL MUSEUM,,161 SW FLAGLER AVE,STUART,FL,34994,7722204600,27.20018,-80.25544,2,85,12,3,650087566,,,
8409400637,SUAREZ MUSEUM OF NATURAL SCIENCE & HISTORY,SUAREZ MUSEUM OF NATURAL SCIENCE & HISTORY INC,,NATURAL HISTORY MUSEUM,,4252 SOUTH WEST 129TH ST,MIAMI,FL,33180,,25.96058,-80.14208,2,86,12,3,465667437,,,
8401200348,SULPHUR SPRINGS MUSEUM,SULPHUR SPRINGS MUSEUM,,GENERAL MUSEUM,,1101 EAST RIVER COVE STREET,TAMPA,FL,33604,8139359402,28.00845,-82.45139,1,57,12,3,204279869,201312,0,0
8401200978,SUNSHINE STATE QUILTERS ASSOCIATION,SUNSHINE STATE QUILTERS ASSOCIATION INC,,GENERAL MUSEUM,,1072 GRIZZLY CT,APOPKA,FL,32712,,28.6976,-81.48361,2,95,12,3,593377096,201312,0,0
8401200946,SUWANNEE COUNTY MUSEUM ASSOCIATION,SUWANNEE COUNTY MUSEUM ASSOCIATION,,GENERAL MUSEUM,,208 OHIO AVE N,LIVE OAK,FL,32064,3863621776,30.29312,-82.98795,3,121,12,3,593237240,,,
8409501824,SWISHER MEMORIAL SANCTUARY,UNIVERSITY OF FLORIDA,,GENERAL MUSEUM,UNIVERSITY OF FLORIDA,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611,,29.64282,-82.35029,4,1,12,3,596002052,201306,,
8401200365,SYRACUSE AUTOMOTIVE MUSEUM,SYRACUSE AUTOMOTIVE MUSEUM,,GENERAL MUSEUM,,PO BOX 186,SARASOTA,FL,34230,,27.33503,-82.53742,1,115,12,3,208163583,201312,230,230
8401200036,T.T. WENTWORTH JR FLORIDA STATE MUSEUM,T T WENTWORTH JR HISTORICAL FOUNDATION INC,,GENERAL MUSEUM,,330 S JEFFERSON ST,PENSACOLA,FL,32502,8505955990,30.30839,-86.09292,4,131,12,3,596152455,201408,0,0
8401201270,TAG! CHILDREN'S MUSEUM OF ST. AUGUSTINE,CHILDRENS MUSEUM OF ST JOHNS INC,CHILDRENS MUSEUM OF ST JOHNS,CHILDREN'S MUSEUM,,PO BOX 209,ST AUGUSTINE,FL,32085,9048271337,29.88999,-81.31233,2,109,12,3,830484438,201406,282027,282027
8401200974,TALLAHASSEE AUTOMOBILE MUSEUM,YESTERDAYS ARTIFACTS INC,,GENERAL MUSEUM,,6701 MAHAN DR,TALLAHASSEE,FL,32308,8509420137,30.48633,-84.16277,1,73,12,3,593361508,201312,749559,
8401200658,TALLAHASSEE MUSEUM,TALLAHASSEE MUSEUM OF HISTORY AND NATURAL SCIENCE INC,TALLAHASSEE MUSEUM,NATURAL HISTORY MUSEUM,,3945 MUSEUM DR,TALLAHASSEE,FL,32310,8505758684,30.41008,-84.34561,1,73,12,3,590838924,201309,2901723,2337844
8401200867,TAMPA & YBOR CITY STREET RAILWAY SOCIETY,TAMPA & YBOR CITY STREET RAILWAY SOCIETY INC,,GENERAL MUSEUM,,PO BOX 644,LUTZ,FL,33548,,28.13998,-82.47278,2,57,12,3,592884459,201312,0,0
8401200032,TAMPA BAY AUTOMOBILE MUSEUM,TAMPA BAY AUTOMOBILE MUSEUM,,GENERAL MUSEUM,,3301 GATEWAY CENTRE BLVD N,PINELLAS PARK,FL,33782,7275798226,27.8513,-82.68765,2,103,12,3,,,,
8401200056,TAMPA BAY HISTORY CENTER,TAMPA BAY HISTORY CENTER FOUNDATION,,GENERAL MUSEUM,,801 OLD WATER STREET,TAMPA,FL,33602,8132280097,27.94429,-82.45342,1,57,12,3,202900795,201309,1467339,578091
8401200747,TAMPA BAY MEMORIAL MUSEUM,TAMPA BAY MEMORIAL MUSEUM INC,,GENERAL MUSEUM,,12109 WASATCH CT,TAMPA,FL,33624,,28.0597,-82.51954,2,57,12,3,592007934,,,
8401200997,TAMPA FIREFIGHTERS MUSEUM,TAMPA FIREFIGHTERS MUSEUM INC,,GENERAL MUSEUM,,720 E ZACK ST,TAMPA,FL,33602,8132747041,27.95122,-82.4554,1,57,12,3,593467403,201406,76520,67515
8401200673,TAMPA JUNIOR MUSEUM,TAMPA JUNIOR MUSEUM INC,,GENERAL MUSEUM,,11712 RAINTREE LAKE LN,TAMPA,FL,33617,,28.05508,-82.3874,2,57,12,3,591002902,,,
8401200740,TAMPA MUSEUM OF ART,TAMPA MUSEUM OF ART INC,,ART MUSEUM,,120 W GASPARILLA PLZ,TAMPA,FL,33602,8132748130,27.94976,-82.46197,1,57,12,3,591934721,201312,3977936,2718498
8409504164,TANNER FINE ARTS GALLERY,TANNER FINE ARTS GALLERY,,ART MUSEUM,FLORIDA AGRICULTURAL AND MECHANICAL UNIVERSITY,208 TUCKER HALL,TALLAHASSEE,FL,32307,,30.42655,-84.28624,4,73,12,3,623751831,,,
8401200059,TARPON SPRINGS CULTURAL CENTER,PROMETHEAS PAN HELLENIC CULTURAL CENTER OF FLORIDA INC,,GENERAL MUSEUM,,101 S PINELLAS AVE,TARPON SPRINGS,FL,34689,7279425605,28.14732,-82.75549,2,103,12,3,592617611,201312,52741,17377
8409504166,TCC FINE ART GALLERY,TCC FINE ART GALLERY,,ART MUSEUM,TALLAHASSEE COMMUNITY COLLEGE,444 APPLEYARD DRIVE,TALLAHASSEE,FL,32084,8502016200,30.44616,-84.34249,1,73,12,3,591141270,,,
8401201128,TED SMALLWOODS STORE,TED SMALLWOODS STORE INC,,HISTORY MUSEUM,,9506 S RED RD,MIAMI,FL,33156,2396952989,25.66964,-80.30835,2,,12,3,650176807,201312,0,0
8401200060,TED WILLIAMS MUSEUM,TED WILLIAMS MUSEUM AND HITTERS HALL OF FAME INC,,GENERAL MUSEUM,,1 TROPICANA DR,ST PETERSBURG,FL,33705,7278253137,28.89976,-82.43388,2,17,12,3,593176953,201312,1464961,917803
8401200929,TED WILLIAMS MUSEUM AND HITTERS HALL OF FAME,TED WILLIAMS MUSEUM AND HITTERS HALL OF FAME INC,,GENERAL MUSEUM,,2476 N ESSEX AVE,HERNANDO,FL,34442,3524766042,27.7668,-82.65382,1,103,12,3,593176953,201312,1464961,917803
8401201135,TEDDY BEAR MUSEUM OF NAPLES,TEDDY BEAR MUSEUM OF NAPLES,,GENERAL MUSEUM,,2511 PINE RIDGE RD,NAPLES,FL,34109,9415982711,26.21176,-81.76785,2,21,12,3,650230494,,,
8401200436,TIMELESS WINGS & WHEELS,TIMELESS WINGS & WHEELS INC,,GENERAL MUSEUM,,1061 BAY DR,NEW SMYRNA BEACH,FL,32168,,28.96585,-80.89682,2,127,12,3,261672383,201312,0,0
8401200026,TITANIC EXPERIENCE,TITANIC EXPERIENCE,,GENERAL MUSEUM,,7324 INTERNATIONAL DR,ORLANDO,FL,32819,4072481166,28.455,-81.4709,2,95,12,3,,,,
8401200023,TOMOKA STATE PARK MUSEUM,TOMOKA STATE PARK MUSEUM,,GENERAL MUSEUM,,2099 NORTH BEACH STREET,ORMOND BEACH,FL,32174,3866764050,29.33923,-81.08303,1,127,12,3,,,,
8401200053,TRAIN DEPOT MUSEUM,TRAIN DEPOT MUSEUM,,GENERAL MUSEUM,,70 RUSSELL ST,BROOKSVILLE,FL,34601,3527994766,28.54948,-82.3871,2,53,12,3,,,,
8401200973,TREASURES OF MADISON COUNTY,TREASURES OF MADISON COUNTY INC,,GENERAL MUSEUM,,PO BOX 541,MADISON,FL,32341,,30.46973,-83.41747,3,79,12,3,593353142,201412,0,0
8401200034,TURNER MUSEUM,TURNER MUSEUM,,GENERAL MUSEUM,,PO BOXBOX 11073,SARASOTA,FL,34278,,27.3321,-82.53032,1,,12,3,,,,
8401201025,U.S. AIRLINE INDUSTRY MUSEUM FOUNDATION,U.S. AIRLINE INDUSTRY MUSEUM FOUNDATION INC,,HISTORY MUSEUM,,PO BOX 144,ZELLWOOD,FL,32798,,28.7235,-81.58582,2,95,12,3,593614541,,,
8401201269,U.S. MILITARY FIRE FIGHTER MEMORIAL AND MUSEUM,US MILITARY FIRE FIGHTER MEMORIAL AND MUSEUM,,GENERAL MUSEUM,,4625 REYNOSA DR SW,WINTER HAVEN,FL,33880,,28.00447,-81.79003,2,105,12,3,830460100,,,
8401200003,U.S. SPACE WALK OF FAME MUSEUM,U.S. SPACE WALK OF FAME FOUNDATION,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,4 MAIN ST,TITUSVILLE,FL,32796,3212640434,28.58519,-80.80047,1,9,12,3,593267408,201406,160301,127908
8401200011,UNION DEPOT AND ATLANTIC COAST LINE FREIGHT STATION,UNION DEPOT AND ATLANTIC COAST LINE FREIGHT STATION,,GENERAL MUSEUM,,200 BLK OF N OHIO AVE,LIVE OAK,FL,32064,,30.29297,-82.98982,4,,12,3,,,,
8409504247,UNIVERSITY GALLERY,UNIVERSITY OF FLORIDA,,ART MUSEUM,UNIVERSITY OF FLORIDA,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,32611,,29.64282,-82.35029,4,1,12,3,596002052,201306,,
8409504266,UNIVERSITY OF WEST FLORIDA ART GALLERY,UNIVERSITY OF WEST FLORIDA ART GALLERY,,ART MUSEUM,UNIVERSITY OF WEST FLORIDA,11000 UNIVERSITY PARKWAY,PENSACOLA,FL,32514,8504742696,30.54909,-87.21527,4,33,12,3,596001874,,,
8401200009,USF CONTEMPORARY ART MUSEUM,USF CONTEMPORARY ART MUSEUM,,ART MUSEUM,,3821 HOLLY DR,TAMPA,FL,33620,8139744133,28.05462,-82.41321,1,57,12,3,,,,
8401201004,USS FORRESTAL,U S S FORRESTAL,U S S FORRESTAL,GENERAL MUSEUM,,PO BOX 15824,TAMPA,FL,33684,8138782859,27.99597,-82.42397,1,57,12,3,593527952,,,
8401200048,USS HOGA YT-146 ASSOCIATION,THE USS HOGA YT-146 ASSOCIATION,,GENERAL MUSEUM,,4470 RAVENSWOOD RD,FORT LAUDERDALE,FL,33312,9549628702,26.06681,-80.16852,2,11,12,3,650990265,,,
8401200717,VALIANT AIR COMMAND,VALIANT AIR COMMAND INC,,GENERAL MUSEUM,,6600 TICO RD,TITUSVILLE,FL,32780,3212681941,28.52765,-80.79762,4,9,12,3,591773787,201312,940255,865945
8401201065,VENICE MUSEUM AND ARCHIVES,VENICE MUSEUM AND ARCHIVES,,GENERAL MUSEUM,,351 NASSAU STREET SOUTH,VENICE,FL,34285,9414862487,27.09512,-82.44768,1,115,12,3,596000443,,,
8401200730,VERO BEACH MUSEUM OF ARTS,VERO BEACH MUSEUM OF ART INC,,ART MUSEUM,,3001 RIVERSIDE PARK DRIVE,VERO BEACH,FL,32963,7722310707,27.64969,-80.3673,1,61,12,3,591867408,201406,9521838,6542295
8401200633,VETERANS COMMUNITY EDUCATION PARTNERSHIP FOR WEST VOLUSIA,VETERANS COMMUNITY EDUCATION PARTNERSHIP FOR WEST VOLUSIA I,,GENERAL MUSEUM,,PO BOX 390461,DELTONA,FL,32739,3867898247,28.91169,-81.21611,1,127,12,3,562521215,201312,4888,4828
8401201005,VICTORY SHIP,VICTORY SHIP INC,,HISTORY MUSEUM,,705 CHANNELSIDE DR,TAMPA,FL,33602,8132288766,27.94344,-82.44854,1,57,12,3,593529783,201312,363060,360232
8401200969,VIETNAM HELICOPTER PILOTS ASSOCIATION,VIETNAM HELICOPTER PILOTS ASSOCIATION OF FLORIDA INC,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,3602 NORTH US HIGHWAY 301,TAMPA,FL,33619,,27.97517,-82.36046,2,57,12,3,593339607,201412,0,0
8401201236,VIETNAM VETERANS OF SOUTH FLORIDA,VIETNAM VETERANS OF SOUTH FLORIDA INC,,HISTORY MUSEUM,,449 SE EVERGREEN TER,PORT ST LUCIE,FL,34983,,27.30061,-80.33877,1,111,12,3,651141949,201312,0,0
8409504294,VISUAL ARTS CENTER GALLERY,VISUAL ARTS CENTER GALLERY,,ART MUSEUM,PENSACOLA JUNIOR COLLEGE,1000 COLLEGE BLVD,PENSACOLA,FL,32504,,30.4787,-87.20379,1,33,12,3,591207555,,,
8401200014,VISUAL ARTS CENTER OF NORTHWEST FLORIDA,VISUAL ARTS CENTER OF NORTHWEST FLORIDA,,ART MUSEUM,,19 E 4TH ST,PANAMA CITY,FL,32401,8507694451,30.15533,-85.66023,1,5,12,3,591634336,,,
8409504296,VISUAL ARTS GALLERY,BETHUNE-COOKMAN UNIVERSITY,,ART MUSEUM,BETHUNE-COOKMAN UNIVERSITY,640 DR MARY MCLEOD BETHUNE,DAYTONA BEACH,FL,32114,3864812700,29.21147,-81.03192,1,127,12,3,590704726,201306,84450307,84450307
8401200017,VON LIEBIG ART CENTER,NAPLES ART ASSOCIATION,,ART MUSEUM,,585 PARK ST,NAPLES,FL,34102,2392626517,26.14096,-81.79798,2,21,12,3,591022882,201309,1115017,1000387
8401200020,WALTON COUNTY HERTITAGE MUSEUM,WALTON COUNTY HERITAGE ASSOCIATION INC,,GENERAL MUSEUM,,1140 CIRCLE DR,DEFUNIAK SPRINGS,FL,32435,8509512127,30.71925,-86.11526,3,131,12,3,592910063,201412,0,0
8401200004,WARBIRD AIR MUSEUM,WARBIRD WEST AIR MUSEUM INC,,GENERAL MUSEUM,,6600 TICO RD,TITUSVILLE,FL,32780,3212681941,32.76938,-117.02668,2,73,6,6,200067668,201312,119973,119973
8401200823,WEST FLORIDA RAILROAD MUSEUM,WEST FLORIDA RAILROAD MUSEUM INC,,GENERAL MUSEUM,,PO BOX 770,MILTON,FL,32572,8506233645,30.61715,-87.03829,2,113,12,3,592561024,201412,0,0
8409502649,WHITE FENCES EQUESTRIAN CENTER,WHITE FENCES EQUESTRIAN CENTER,,GENERAL MUSEUM,,3978 HANOVER CIR,LOXAHATCHEE,FL,33470,,26.72845,-80.3495,4,99,12,3,,,,
8401200016,WHITMAN FAMILY MUSEUM,WHITMAN FAMILY MUSEUM,,GENERAL MUSEUM,,9700 COLLINS AVE,BAL HARBOUR,FL,33154,3054039254,25.88913,-80.12489,2,86,12,3,,,,
8409400756,WICK THEATRE & COSTUME MUSEUM,THE WICK THEATRE & COSTUME MUSEUM INC,,GENERAL MUSEUM,,950 S FEDERAL HWY,DEERFIELD BC,FL,33441,,26.3069,-80.08938,1,11,12,3,462542806,201312,1011902,996753
8409400757,WIENER MUSEUM OF DECORATIVE ARTS,WIENER MUSEUM OF DECORATIVE ARTS INC,,GENERAL MUSEUM,,485 S FEDERAL HWY,DANIA BEACH,FL,33004,,26.06061,-80.14412,2,11,12,3,461192986,201312,335608,335608
8401201242,WINGS OF DREAMS,WINGS OF DREAMS INC,,GENERAL MUSEUM,,PO BOX 357071,GAINESVILLE,FL,32635,3522568037,29.67216,-82.38752,1,,12,3,651284395,201312,41841,41841
8401200019,WINGS OF FREEDOM AVIATION MUSEUM,WINGS OF DREAMS INC,,GENERAL MUSEUM,,1784 W NEW LENOX LN,DUNNELLON,FL,34434,3524650727,29.83805,-82.04586,4,19,12,3,651284395,201312,41841,41841
8401200364,WINGS OF GOLD AIR MUSEUM,WINGS OF GOLD AIR MUSEUM INC,,HISTORY MUSEUM,,3380 LIGHTHOUSE POINT,JACKSONVILLE,FL,32250,9042333586,30.28579,-81.42503,1,31,12,3,208001937,201412,0,0
8401200263,WINGS OVER MIAMI MUSEUM,WINGS OVER MIAMI MUSEUM INC,,ART MUSEUM,,14710 SW 128TH ST,MIAMI,FL,33196,3052335197,25.64838,-80.43283,2,86,12,3,10624232,201311,281809,274745
8401200701,WINTER PARK HISTORICAL ASSOCIATION,WINTER PARK HISTORICAL ASSOCIATION INC,,HISTORY MUSEUM,,200 W NEW ENGLAND AVE,WINTER PARK,FL,32790,4076478180,28.59954,-81.35271,2,95,12,3,591664195,201312,174289,120129
8409501899,WOLFSONIAN,WOLFSONIAN,,GENERAL MUSEUM,FLORIDA INTERNATIONAL UNIVERSITY,1001 WASHINGTON AVENUE,MIAMI BEACH,FL,33139,3055311001,25.78098,-80.1324,1,86,12,3,596001874,,,
8401200583,WOMEN PAINTERS OF THE SOUTHEAST,WOMEN PAINTERS OF THE SOUTHEAST,,ART MUSEUM,,4144 HERSCHEL ST,JACKSONVILLE,FL,32210,9043888205,30.28711,-81.71334,1,31,12,3,452969541,201312,23538,23538
8401200584,WORLD AIDS MUSEUM,WORLD AIDS MUSEUM INCORPORATED,,GENERAL MUSEUM,,616 NE 15TH STREET,FORT LAUDERDALE,FL,33304,9543900550,26.15961,-80.13166,2,11,12,3,453419591,201312,113388,129634
8401201233,WORLD CHESS HALL OF FAME,WORLD CHESS HALL OF FAME,,GENERAL MUSEUM,,13755 SW 119TH AVE,MIAMI,FL,33186,7862424255,25.64036,-80.38638,2,86,12,3,651063878,,,
8401200005,WORLD EROTIC ART MUSEUM,WORLD EROTIC ART MUSEUM,,ART MUSEUM,,1205 WASHINGTON AVE,MIAMI BEACH,FL,33139,3055329336,25.78344,-80.13214,1,86,12,3,,,,
8409400784,YBOR CITY MUSEUM STATE PARK,YBOR CITY MUSEUM STATE PARK,,GENERAL MUSEUM,,1818 NINTH AVE. E.,TAMPA,FL,33605,,27.96177,-82.43917,4,57,12,3,,,,
8409501906,YESTERYEAR VILLAGE,YESTERYEAR VILLAGE,,GENERAL MUSEUM,,PO BOX 210367,WEST PALM BEACH,FL,33421,5617905232,26.68058,-80.21151,2,99,12,3,,,,
8409401101,YOUNG AT ART CHILDREN'S MUSEUM,YOUNG AT ART CHILDREN'S MUSEUM,,CHILDREN'S MUSEUM,,"751 SW 121 AVENUE, SUITE 1",DAVIE,FL,33325,9544240085,26.1122,-80.31001,2,11,12,3,,,,
8401200002,ZELLWOOD COMMUNITY CENTER,ZELLWOOD COMMUNITY CENTER INC,,GENERAL MUSEUM,,3160 UNION ST,ZELLWOOD,FL,32798,4078846222,28.7235,-81.58582,2,95,12,3,592353355,201405,0,0
8401200007,ZEPHYRHILLS DEPOT MUSEUM,ZEPHYRHILLS DEPOT MUSEUM,,GENERAL MUSEUM,,39110 SOUTH AVE,ZEPHYRHILLS,FL,33542,8137800067,28.22997,-82.16942,2,101,12,3,,,,
8409400797,ZORA NEALE HURSTON NATIONAL MUSEUM OF FINE ARTS,ZORA NEALE HURSTON NATIONAL MUSEUM OF FINE ARTS,,GENERAL MUSEUM,,227 E. KENNEDY BLVD.,EATONVILLE,FL,32751,,28.61857,-81.38203,2,95,12,3,,,,
8401300647,AFRICAN AMERICAN SPORTS MUSEUM,AFRICAN AMERICAN SPORTS MUSEUM,,GENERAL MUSEUM,,120 POWERS FERRY RD SE,MARIETTA,GA,30067,7709770938,33.94959,-84.51039,1,67,13,3,582558811,,,
8401300707,AFRICAN-AMERICAN RESEARCH LIBRARY AND CULTURAL CENTER,AFRICIAN AMERICAN RESEARCH LIBRARY- MUSEUM & CULTURAL CENTE,,GENERAL MUSEUM,,2863 CONNISTON DR,HEPHZIBAH,GA,30815,,33.4072,-82.08479,1,245,13,3,711050977,201307,0,0
8401300712,AFRICIAN AMERICAN ALLIANCE,AFRICIAN AMERICAN ALLIANCE,,GENERAL MUSEUM,,PO BOX 833,NEWNAN,GA,30263,,33.37906,-84.79093,2,77,13,3,753053489,201412,0,0
8401300440,AIR ACRES MUSEUM,AIR ACRES MUSEUM INC,,GENERAL MUSEUM,,376 AIR ACRES WAY,WOODSTOCK,GA,30188,7705176090,34.10821,-84.44569,2,57,13,3,581431114,,,
8401300550,ALBANY CIVIL RIGHTS INSTITUTE,ALBANY CIVIL RIGHTS INSTITUTE INC,ALBANY CIVIL RIGHTS MOVEMENT MUSEUM,HISTORY MUSEUM,,PO BOX 6036,ALBANY,GA,31706,2294321698,31.57219,-84.15391,1,95,13,3,582108455,201406,141100,141100
8401300681,ALBANY MUSEUM OF ART,ALBANY MUSEUM OF ART INCORPORATED,ALBANY MUSEUM OF ART,ART MUSEUM,,311 MEADOWLARK DR,ALBANY,GA,31707,2294398400,31.58572,-84.20819,1,95,13,3,586055218,201406,1168593,758483
